a1 1.0	a1
kioh7 1.0	k ioh7
kioh8 1.0	k ioh8
kioh9 1.0	k ioh9
kiok1 1.0	k iok1
kiok2 1.0	k iok2
kiok3 1.0	k iok3
kiok4 1.0	k iok4
kiok5 1.0	k iok5
kiok6 1.0	k iok6
kiok7 1.0	k iok7
kiok8 1.0	k iok8
kiok9 1.0	k iok9
kiong1 1.0	k iong1
kiong2 1.0	k iong2
kiong3 1.0	k iong3
kiong4 1.0	k iong4
kiong5 1.0	k iong5
kiong6 1.0	k iong6
kiong7 1.0	k iong7
kiong8 1.0	k iong8
kiong9 1.0	k iong9
kionn1 1.0	k ionn1
kionn2 1.0	k ionn2
kionn3 1.0	k ionn3
kionn4 1.0	k ionn4
kionn5 1.0	k ionn5
kionn6 1.0	k ionn6
kionn7 1.0	k ionn7
kionn8 1.0	k ionn8
kionn9 1.0	k ionn9
kiooh1 1.0	k iooh1
kiooh2 1.0	k iooh2
kiooh3 1.0	k iooh3
kiooh4 1.0	k iooh4
kiooh5 1.0	k iooh5
kiooh6 1.0	k iooh6
kiooh7 1.0	k iooh7
kiooh8 1.0	k iooh8
kiooh9 1.0	k iooh9
kior1 1.0	k ior1
kior2 1.0	k ior2
kior3 1.0	k ior3
kior4 1.0	k ior4
kior5 1.0	k ior5
kior6 1.0	k ior6
kior7 1.0	k ior7
kior8 1.0	k ior8
kior9 1.0	k ior9
kip1 1.0	k ip1
kip2 1.0	k ip2
kip3 1.0	k ip3
kip4 1.0	k ip4
kip5 1.0	k ip5
kip6 1.0	k ip6
kip7 1.0	k ip7
kip8 1.0	k ip8
kip9 1.0	k ip9
kir1 1.0	k ir1
kir2 1.0	k ir2
kir3 1.0	k ir3
kir4 1.0	k ir4
kir5 1.0	k ir5
kir6 1.0	k ir6
kir7 1.0	k ir7
kir8 1.0	k ir8
kir9 1.0	k ir9
kirn1 1.0	k irn1
kirn2 1.0	k irn2
kirn3 1.0	k irn3
kirn4 1.0	k irn4
kirn5 1.0	k irn5
kirn6 1.0	k irn6
kirn7 1.0	k irn7
kirn8 1.0	k irn8
kirn9 1.0	k irn9
kit1 1.0	k it1
kit2 1.0	k it2
kit3 1.0	k it3
kit4 1.0	k it4
kit5 1.0	k it5
kit6 1.0	k it6
kit7 1.0	k it7
kit8 1.0	k it8
kit9 1.0	k it9
kiu1 1.0	k iu1
kiu2 1.0	k iu2
kiu3 1.0	k iu3
kiu4 1.0	k iu4
kiu5 1.0	k iu5
kiu6 1.0	k iu6
kiu7 1.0	k iu7
kiu8 1.0	k iu8
kiu9 1.0	k iu9
kiuh1 1.0	k iuh1
kiuh2 1.0	k iuh2
kiuh3 1.0	k iuh3
kiuh4 1.0	k iuh4
kiuh5 1.0	k iuh5
kiuh6 1.0	k iuh6
kiuh7 1.0	k iuh7
kiuh8 1.0	k iuh8
kiuh9 1.0	k iuh9
kiunn1 1.0	k iunn1
kiunn2 1.0	k iunn2
kiunn3 1.0	k iunn3
kiunn4 1.0	k iunn4
kiunn5 1.0	k iunn5
kiunn6 1.0	k iunn6
kiunn7 1.0	k iunn7
kiunn8 1.0	k iunn8
kiunn9 1.0	k iunn9
km1 1.0	k m1
km2 1.0	k m2
km3 1.0	k m3
km4 1.0	k m4
km5 1.0	k m5
km6 1.0	k m6
km7 1.0	k m7
km8 1.0	k m8
km9 1.0	k m9
kmh1 1.0	k mh1
kmh2 1.0	k mh2
kmh3 1.0	k mh3
kmh4 1.0	k mh4
kmh5 1.0	k mh5
kmh6 1.0	k mh6
kmh7 1.0	k mh7
kmh8 1.0	k mh8
kmh9 1.0	k mh9
kng1 1.0	k ng1
kng2 1.0	k ng2
kng3 1.0	k ng3
kng4 1.0	k ng4
kng5 1.0	k ng5
kng6 1.0	k ng6
kng7 1.0	k ng7
kng8 1.0	k ng8
kng9 1.0	k ng9
kngh1 1.0	k ngh1
kngh2 1.0	k ngh2
kngh3 1.0	k ngh3
kngh4 1.0	k ngh4
kngh5 1.0	k ngh5
kngh6 1.0	k ngh6
kngh7 1.0	k ngh7
kngh8 1.0	k ngh8
kngh9 1.0	k ngh9
ko1 1.0	k o1
ko2 1.0	k o2
ko3 1.0	k o3
ko4 1.0	k o4
ko5 1.0	k o5
ko6 1.0	k o6
ko7 1.0	k o7
ko8 1.0	k o8
ko9 1.0	k o9
koh1 1.0	k oh1
koh2 1.0	k oh2
koh3 1.0	k oh3
koh4 1.0	k oh4
koh5 1.0	k oh5
koh6 1.0	k oh6
koh7 1.0	k oh7
koh8 1.0	k oh8
koh9 1.0	k oh9
kok1 1.0	k ok1
kok2 1.0	k ok2
kok3 1.0	k ok3
kok4 1.0	k ok4
kok5 1.0	k ok5
kok6 1.0	k ok6
kok7 1.0	k ok7
kok8 1.0	k ok8
kok9 1.0	k ok9
kom1 1.0	k om1
kom2 1.0	k om2
kom3 1.0	k om3
kom4 1.0	k om4
kom5 1.0	k om5
kom6 1.0	k om6
kom7 1.0	k om7
kom8 1.0	k om8
kom9 1.0	k om9
kong1 1.0	k ong1
kong2 1.0	k ong2
kong3 1.0	k ong3
kong4 1.0	k ong4
kong5 1.0	k ong5
kong6 1.0	k ong6
kong7 1.0	k ong7
kong8 1.0	k ong8
kong9 1.0	k ong9
konn1 1.0	k onn1
konn2 1.0	k onn2
konn3 1.0	k onn3
konn4 1.0	k onn4
konn5 1.0	k onn5
konn6 1.0	k onn6
konn7 1.0	k onn7
konn8 1.0	k onn8
konn9 1.0	k onn9
konnh1 1.0	k onnh1
konnh2 1.0	k onnh2
konnh3 1.0	k onnh3
konnh4 1.0	k onnh4
konnh5 1.0	k onnh5
konnh6 1.0	k onnh6
konnh7 1.0	k onnh7
konnh8 1.0	k onnh8
konnh9 1.0	k onnh9
koo1 1.0	k oo1
koo2 1.0	k oo2
koo3 1.0	k oo3
koo4 1.0	k oo4
koo5 1.0	k oo5
koo6 1.0	k oo6
koo7 1.0	k oo7
koo8 1.0	k oo8
koo9 1.0	k oo9
kooh1 1.0	k ooh1
kooh2 1.0	k ooh2
kooh3 1.0	k ooh3
kooh4 1.0	k ooh4
kooh5 1.0	k ooh5
kooh6 1.0	k ooh6
kooh7 1.0	k ooh7
kooh8 1.0	k ooh8
kooh9 1.0	k ooh9
kop1 1.0	k op1
kop2 1.0	k op2
kop3 1.0	k op3
kop4 1.0	k op4
kop5 1.0	k op5
kop6 1.0	k op6
kop7 1.0	k op7
kop8 1.0	k op8
kop9 1.0	k op9
ku1 1.0	k u1
ku2 1.0	k u2
ku3 1.0	k u3
ku4 1.0	k u4
ku5 1.0	k u5
ku6 1.0	k u6
ku7 1.0	k u7
ku8 1.0	k u8
ku9 1.0	k u9
kua1 1.0	k ua1
kua2 1.0	k ua2
kua3 1.0	k ua3
kua4 1.0	k ua4
kua5 1.0	k ua5
kua6 1.0	k ua6
kua7 1.0	k ua7
kua8 1.0	k ua8
kua9 1.0	k ua9
kuah1 1.0	k uah1
kuah2 1.0	k uah2
kuah3 1.0	k uah3
kuah4 1.0	k uah4
kuah5 1.0	k uah5
kuah6 1.0	k uah6
kuah7 1.0	k uah7
kuah8 1.0	k uah8
kuah9 1.0	k uah9
kuai1 1.0	k uai1
kuai2 1.0	k uai2
kuai3 1.0	k uai3
kuai4 1.0	k uai4
kuai5 1.0	k uai5
kuai6 1.0	k uai6
kuai7 1.0	k uai7
kuai8 1.0	k uai8
kuai9 1.0	k uai9
kuainn1 1.0	k uainn1
kuainn2 1.0	k uainn2
kuainn3 1.0	k uainn3
kuainn4 1.0	k uainn4
kuainn5 1.0	k uainn5
kuainn6 1.0	k uainn6
kuainn7 1.0	k uainn7
kuainn8 1.0	k uainn8
kuainn9 1.0	k uainn9
kuainnh1 1.0	k uainnh1
kuainnh2 1.0	k uainnh2
kuainnh3 1.0	k uainnh3
kuainnh4 1.0	k uainnh4
kuainnh5 1.0	k uainnh5
kuainnh6 1.0	k uainnh6
kuainnh7 1.0	k uainnh7
kuainnh8 1.0	k uainnh8
kuainnh9 1.0	k uainnh9
kuan1 1.0	k uan1
kuan2 1.0	k uan2
kuan3 1.0	k uan3
kuan4 1.0	k uan4
kuan5 1.0	k uan5
kuan6 1.0	k uan6
kuan7 1.0	k uan7
kuan8 1.0	k uan8
kuan9 1.0	k uan9
kuang1 1.0	k uang1
kuang2 1.0	k uang2
kuang3 1.0	k uang3
kuang4 1.0	k uang4
kuang5 1.0	k uang5
kuang6 1.0	k uang6
kuang7 1.0	k uang7
kuang8 1.0	k uang8
kuang9 1.0	k uang9
kuann1 1.0	k uann1
kuann2 1.0	k uann2
kuann3 1.0	k uann3
kuann4 1.0	k uann4
kuann5 1.0	k uann5
kuann6 1.0	k uann6
kuann7 1.0	k uann7
kuann8 1.0	k uann8
kuann9 1.0	k uann9
kuat1 1.0	k uat1
kuat2 1.0	k uat2
kuat3 1.0	k uat3
kuat4 1.0	k uat4
kuat5 1.0	k uat5
kuat6 1.0	k uat6
kuat7 1.0	k uat7
kuat8 1.0	k uat8
kuat9 1.0	k uat9
kue1 1.0	k ue1
kue2 1.0	k ue2
kue3 1.0	k ue3
kue4 1.0	k ue4
kue5 1.0	k ue5
kue6 1.0	k ue6
kue7 1.0	k ue7
kue8 1.0	k ue8
kue9 1.0	k ue9
kueh1 1.0	k ueh1
kueh2 1.0	k ueh2
kueh3 1.0	k ueh3
kueh4 1.0	k ueh4
kueh5 1.0	k ueh5
kueh6 1.0	k ueh6
kueh7 1.0	k ueh7
kueh8 1.0	k ueh8
kueh9 1.0	k ueh9
kuh1 1.0	k uh1
kuh2 1.0	k uh2
kuh3 1.0	k uh3
kuh4 1.0	k uh4
kuh5 1.0	k uh5
kuh6 1.0	k uh6
kuh7 1.0	k uh7
kuh8 1.0	k uh8
kuh9 1.0	k uh9
kui1 1.0	k ui1
kui2 1.0	k ui2
kui3 1.0	k ui3
kui4 1.0	k ui4
kui5 1.0	k ui5
kui6 1.0	k ui6
kui7 1.0	k ui7
kui8 1.0	k ui8
kui9 1.0	k ui9
kuih1 1.0	k uih1
kuih2 1.0	k uih2
kuih3 1.0	k uih3
kuih4 1.0	k uih4
kuih5 1.0	k uih5
kuih6 1.0	k uih6
kuih7 1.0	k uih7
kuih8 1.0	k uih8
kuih9 1.0	k uih9
kuinn1 1.0	k uinn1
kuinn2 1.0	k uinn2
kuinn3 1.0	k uinn3
kuinn4 1.0	k uinn4
kuinn5 1.0	k uinn5
kuinn6 1.0	k uinn6
kuinn7 1.0	k uinn7
kuinn8 1.0	k uinn8
kuinn9 1.0	k uinn9
kun1 1.0	k un1
kun2 1.0	k un2
kun3 1.0	k un3
kun4 1.0	k un4
kun5 1.0	k un5
kun6 1.0	k un6
kun7 1.0	k un7
kun8 1.0	k un8
kun9 1.0	k un9
kut1 1.0	k ut1
kut2 1.0	k ut2
kut3 1.0	k ut3
kut4 1.0	k ut4
kut5 1.0	k ut5
kut6 1.0	k ut6
kut7 1.0	k ut7
kut8 1.0	k ut8
kut9 1.0	k ut9
la1 1.0	l a1
la2 1.0	l a2
la3 1.0	l a3
la4 1.0	l a4
la5 1.0	l a5
la6 1.0	l a6
la7 1.0	l a7
la8 1.0	l a8
la9 1.0	l a9
lah1 1.0	l ah1
lah2 1.0	l ah2
lah3 1.0	l ah3
lah4 1.0	l ah4
lah5 1.0	l ah5
lah6 1.0	l ah6
lah7 1.0	l ah7
lah8 1.0	l ah8
lah9 1.0	l ah9
lai1 1.0	l ai1
lai2 1.0	l ai2
lai3 1.0	l ai3
lai4 1.0	l ai4
lai5 1.0	l ai5
lai6 1.0	l ai6
lai7 1.0	l ai7
lai8 1.0	l ai8
lai9 1.0	l ai9
laih1 1.0	l aih1
laih2 1.0	l aih2
laih3 1.0	l aih3
laih4 1.0	l aih4
laih5 1.0	l aih5
laih6 1.0	l aih6
laih7 1.0	l aih7
laih8 1.0	l aih8
laih9 1.0	l aih9
lainn1 1.0	l ainn1
lainn2 1.0	l ainn2
lainn3 1.0	l ainn3
lainn4 1.0	l ainn4
lainn5 1.0	l ainn5
lainn6 1.0	l ainn6
lainn7 1.0	l ainn7
lainn8 1.0	l ainn8
lainn9 1.0	l ainn9
lak1 1.0	l ak1
lak2 1.0	l ak2
lak3 1.0	l ak3
lak4 1.0	l ak4
lak5 1.0	l ak5
lak6 1.0	l ak6
lak7 1.0	l ak7
lak8 1.0	l ak8
lak9 1.0	l ak9
lam1 1.0	l am1
lam2 1.0	l am2
lam3 1.0	l am3
lam4 1.0	l am4
lam5 1.0	l am5
lam6 1.0	l am6
lam7 1.0	l am7
lam8 1.0	l am8
lam9 1.0	l am9
lan1 1.0	l an1
lan2 1.0	l an2
lan3 1.0	l an3
lan4 1.0	l an4
lan5 1.0	l an5
lan6 1.0	l an6
lan7 1.0	l an7
lan8 1.0	l an8
lan9 1.0	l an9
lang1 1.0	l ang1
lang2 1.0	l ang2
lang3 1.0	l ang3
lang4 1.0	l ang4
lang5 1.0	l ang5
lang6 1.0	l ang6
lang7 1.0	l ang7
lang8 1.0	l ang8
lang9 1.0	l ang9
lann1 1.0	l ann1
lann2 1.0	l ann2
lann3 1.0	l ann3
lann4 1.0	l ann4
lann5 1.0	l ann5
lann6 1.0	l ann6
lann7 1.0	l ann7
lann8 1.0	l ann8
lann9 1.0	l ann9
lannh1 1.0	l annh1
lannh2 1.0	l annh2
lannh3 1.0	l annh3
lannh4 1.0	l annh4
lannh5 1.0	l annh5
lannh6 1.0	l annh6
lannh7 1.0	l annh7
lannh8 1.0	l annh8
lannh9 1.0	l annh9
lap1 1.0	l ap1
lap2 1.0	l ap2
lap3 1.0	l ap3
lap4 1.0	l ap4
lap5 1.0	l ap5
lap6 1.0	l ap6
lap7 1.0	l ap7
lap8 1.0	l ap8
lap9 1.0	l ap9
lat1 1.0	l at1
lat2 1.0	l at2
lat3 1.0	l at3
lat4 1.0	l at4
lat5 1.0	l at5
lat6 1.0	l at6
lat7 1.0	l at7
lat8 1.0	l at8
lat9 1.0	l at9
lau1 1.0	l au1
lau2 1.0	l au2
lau3 1.0	l au3
lau4 1.0	l au4
lau5 1.0	l au5
lau6 1.0	l au6
lau7 1.0	l au7
lau8 1.0	l au8
lau9 1.0	l au9
lauh1 1.0	l auh1
lauh2 1.0	l auh2
lauh3 1.0	l auh3
lauh4 1.0	l auh4
lauh5 1.0	l auh5
lauh6 1.0	l auh6
lauh7 1.0	l auh7
lauh8 1.0	l auh8
lauh9 1.0	l auh9
le1 1.0	l e1
le2 1.0	l e2
le3 1.0	l e3
le4 1.0	l e4
le5 1.0	l e5
le6 1.0	l e6
le7 1.0	l e7
le8 1.0	l e8
le9 1.0	l e9
leh1 1.0	l eh1
leh2 1.0	l eh2
leh3 1.0	l eh3
leh4 1.0	l eh4
leh5 1.0	l eh5
leh6 1.0	l eh6
leh7 1.0	l eh7
leh8 1.0	l eh8
leh9 1.0	l eh9
lenn1 1.0	l enn1
lenn2 1.0	l enn2
lenn3 1.0	l enn3
lenn4 1.0	l enn4
lenn5 1.0	l enn5
lenn6 1.0	l enn6
lenn7 1.0	l enn7
lenn8 1.0	l enn8
lenn9 1.0	l enn9
lennh1 1.0	l ennh1
lennh2 1.0	l ennh2
lennh3 1.0	l ennh3
lennh4 1.0	l ennh4
lennh5 1.0	l ennh5
lennh6 1.0	l ennh6
lennh7 1.0	l ennh7
lennh8 1.0	l ennh8
lennh9 1.0	l ennh9
ler1 1.0	l er1
ler2 1.0	l er2
ler3 1.0	l er3
ler4 1.0	l er4
ler5 1.0	l er5
ler6 1.0	l er6
ler7 1.0	l er7
ler8 1.0	l er8
ler9 1.0	l er9
lerh1 1.0	l erh1
lerh2 1.0	l erh2
lerh3 1.0	l erh3
lerh4 1.0	l erh4
lerh5 1.0	l erh5
lerh6 1.0	l erh6
lerh7 1.0	l erh7
lerh8 1.0	l erh8
lerh9 1.0	l erh9
li1 1.0	l i1
li2 1.0	l i2
li3 1.0	l i3
li4 1.0	l i4
li5 1.0	l i5
li6 1.0	l i6
li7 1.0	l i7
li8 1.0	l i8
li9 1.0	l i9
lia1 1.0	l ia1
lia2 1.0	l ia2
lia3 1.0	l ia3
lia4 1.0	l ia4
lia5 1.0	l ia5
lia6 1.0	l ia6
lia7 1.0	l ia7
lia8 1.0	l ia8
lia9 1.0	l ia9
liah1 1.0	l iah1
liah2 1.0	l iah2
liah3 1.0	l iah3
liah4 1.0	l iah4
liah5 1.0	l iah5
liah6 1.0	l iah6
liah7 1.0	l iah7
liah8 1.0	l iah8
liah9 1.0	l iah9
liak1 1.0	l iak1
liak2 1.0	l iak2
liak3 1.0	l iak3
liak4 1.0	l iak4
liak5 1.0	l iak5
liak6 1.0	l iak6
liak7 1.0	l iak7
liak8 1.0	l iak8
liak9 1.0	l iak9
liam1 1.0	l iam1
liam2 1.0	l iam2
liam3 1.0	l iam3
liam4 1.0	l iam4
liam5 1.0	l iam5
liam6 1.0	l iam6
liam7 1.0	l iam7
liam8 1.0	l iam8
liam9 1.0	l iam9
lian1 1.0	l ian1
lian2 1.0	l ian2
lian3 1.0	l ian3
lian4 1.0	l ian4
lian5 1.0	l ian5
lian6 1.0	l ian6
lian7 1.0	l ian7
lian8 1.0	l ian8
lian9 1.0	l ian9
liang1 1.0	l iang1
liang2 1.0	l iang2
liang3 1.0	l iang3
liang4 1.0	l iang4
liang5 1.0	l iang5
liang6 1.0	l iang6
liang7 1.0	l iang7
liang8 1.0	l iang8
liang9 1.0	l iang9
liann1 1.0	l iann1
liann2 1.0	l iann2
liann3 1.0	l iann3
liann4 1.0	l iann4
liann5 1.0	l iann5
liann6 1.0	l iann6
liann7 1.0	l iann7
liann8 1.0	l iann8
liann9 1.0	l iann9
liannh1 1.0	l iannh1
liannh2 1.0	l iannh2
liannh3 1.0	l iannh3
liannh4 1.0	l iannh4
liannh5 1.0	l iannh5
liannh6 1.0	l iannh6
liannh7 1.0	l iannh7
liannh8 1.0	l iannh8
liannh9 1.0	l iannh9
liap1 1.0	l iap1
liap2 1.0	l iap2
liap3 1.0	l iap3
liap4 1.0	l iap4
liap5 1.0	l iap5
liap6 1.0	l iap6
liap7 1.0	l iap7
liap8 1.0	l iap8
liap9 1.0	l iap9
liat1 1.0	l iat1
liat2 1.0	l iat2
liat3 1.0	l iat3
liat4 1.0	l iat4
liat5 1.0	l iat5
liat6 1.0	l iat6
liat7 1.0	l iat7
liat8 1.0	l iat8
liat9 1.0	l iat9
liau1 1.0	l iau1
liau2 1.0	l iau2
liau3 1.0	l iau3
liau4 1.0	l iau4
liau5 1.0	l iau5
liau6 1.0	l iau6
liau7 1.0	l iau7
liau8 1.0	l iau8
liau9 1.0	l iau9
liauh1 1.0	l iauh1
liauh2 1.0	l iauh2
liauh3 1.0	l iauh3
liauh4 1.0	l iauh4
liauh5 1.0	l iauh5
liauh6 1.0	l iauh6
liauh7 1.0	l iauh7
liauh8 1.0	l iauh8
liauh9 1.0	l iauh9
liaunn1 1.0	l iaunn1
liaunn2 1.0	l iaunn2
liaunn3 1.0	l iaunn3
liaunn4 1.0	l iaunn4
liaunn5 1.0	l iaunn5
liaunn6 1.0	l iaunn6
liaunn7 1.0	l iaunn7
liaunn8 1.0	l iaunn8
liaunn9 1.0	l iaunn9
lih1 1.0	l ih1
lih2 1.0	l ih2
lih3 1.0	l ih3
lih4 1.0	l ih4
lih5 1.0	l ih5
lih6 1.0	l ih6
lih7 1.0	l ih7
lih8 1.0	l ih8
lih9 1.0	l ih9
lik1 1.0	l ik1
lik2 1.0	l ik2
lik3 1.0	l ik3
lik4 1.0	l ik4
lik5 1.0	l ik5
lik6 1.0	l ik6
lik7 1.0	l ik7
lik8 1.0	l ik8
lik9 1.0	l ik9
lim1 1.0	l im1
lim2 1.0	l im2
lim3 1.0	l im3
lim4 1.0	l im4
lim5 1.0	l im5
lim6 1.0	l im6
lim7 1.0	l im7
lim8 1.0	l im8
lim9 1.0	l im9
lin1 1.0	l in1
lin2 1.0	l in2
lin3 1.0	l in3
lin4 1.0	l in4
lin5 1.0	l in5
lin6 1.0	l in6
lin7 1.0	l in7
lin8 1.0	l in8
lin9 1.0	l in9
ling1 1.0	l ing1
ling2 1.0	l ing2
ling3 1.0	l ing3
ling4 1.0	l ing4
ling5 1.0	l ing5
ling6 1.0	l ing6
ling7 1.0	l ing7
ling8 1.0	l ing8
ling9 1.0	l ing9
linn1 1.0	l inn1
linn2 1.0	l inn2
linn3 1.0	l inn3
linn4 1.0	l inn4
linn5 1.0	l inn5
linn6 1.0	l inn6
linn7 1.0	l inn7
linn8 1.0	l inn8
linn9 1.0	l inn9
linnh1 1.0	l innh1
linnh2 1.0	l innh2
linnh3 1.0	l innh3
linnh4 1.0	l innh4
linnh5 1.0	l innh5
linnh6 1.0	l innh6
linnh7 1.0	l innh7
linnh8 1.0	l innh8
linnh9 1.0	l innh9
lio1 1.0	l io1
lio2 1.0	l io2
lio3 1.0	l io3
lio4 1.0	l io4
lio5 1.0	l io5
lio6 1.0	l io6
lio7 1.0	l io7
lio8 1.0	l io8
lio9 1.0	l io9
lioh1 1.0	l ioh1
lioh2 1.0	l ioh2
lioh3 1.0	l ioh3
lioh4 1.0	l ioh4
lioh5 1.0	l ioh5
lioh6 1.0	l ioh6
lioh7 1.0	l ioh7
lioh8 1.0	l ioh8
lioh9 1.0	l ioh9
liok1 1.0	l iok1
liok2 1.0	l iok2
liok3 1.0	l iok3
liok4 1.0	l iok4
liok5 1.0	l iok5
liok6 1.0	l iok6
liok7 1.0	l iok7
liok8 1.0	l iok8
liok9 1.0	l iok9
liong1 1.0	l iong1
liong2 1.0	l iong2
liong3 1.0	l iong3
liong4 1.0	l iong4
liong5 1.0	l iong5
liong6 1.0	l iong6
liong7 1.0	l iong7
liong8 1.0	l iong8
liong9 1.0	l iong9
lionn1 1.0	l ionn1
lionn2 1.0	l ionn2
lionn3 1.0	l ionn3
lionn4 1.0	l ionn4
lionn5 1.0	l ionn5
lionn6 1.0	l ionn6
lionn7 1.0	l ionn7
lionn8 1.0	l ionn8
lionn9 1.0	l ionn9
liooh1 1.0	l iooh1
liooh2 1.0	l iooh2
liooh3 1.0	l iooh3
liooh4 1.0	l iooh4
liooh5 1.0	l iooh5
liooh6 1.0	l iooh6
liooh7 1.0	l iooh7
liooh8 1.0	l iooh8
liooh9 1.0	l iooh9
lior1 1.0	l ior1
lior2 1.0	l ior2
lior3 1.0	l ior3
lior4 1.0	l ior4
lior5 1.0	l ior5
lior6 1.0	l ior6
lior7 1.0	l ior7
lior8 1.0	l ior8
lior9 1.0	l ior9
lip1 1.0	l ip1
lip2 1.0	l ip2
lip3 1.0	l ip3
lip4 1.0	l ip4
lip5 1.0	l ip5
lip6 1.0	l ip6
lip7 1.0	l ip7
lip8 1.0	l ip8
lip9 1.0	l ip9
lir1 1.0	l ir1
lir2 1.0	l ir2
lir3 1.0	l ir3
lir4 1.0	l ir4
lir5 1.0	l ir5
lir6 1.0	l ir6
lir7 1.0	l ir7
lir8 1.0	l ir8
lir9 1.0	l ir9
lirn1 1.0	l irn1
lirn2 1.0	l irn2
lirn3 1.0	l irn3
lirn4 1.0	l irn4
lirn5 1.0	l irn5
lirn6 1.0	l irn6
lirn7 1.0	l irn7
lirn8 1.0	l irn8
lirn9 1.0	l irn9
lit1 1.0	l it1
lit2 1.0	l it2
lit3 1.0	l it3
lit4 1.0	l it4
lit5 1.0	l it5
lit6 1.0	l it6
lit7 1.0	l it7
lit8 1.0	l it8
lit9 1.0	l it9
liu1 1.0	l iu1
liu2 1.0	l iu2
liu3 1.0	l iu3
liu4 1.0	l iu4
liu5 1.0	l iu5
liu6 1.0	l iu6
liu7 1.0	l iu7
liu8 1.0	l iu8
liu9 1.0	l iu9
liuh1 1.0	l iuh1
liuh2 1.0	l iuh2
liuh3 1.0	l iuh3
liuh4 1.0	l iuh4
liuh5 1.0	l iuh5
liuh6 1.0	l iuh6
liuh7 1.0	l iuh7
liuh8 1.0	l iuh8
liuh9 1.0	l iuh9
liunn1 1.0	l iunn1
liunn2 1.0	l iunn2
liunn3 1.0	l iunn3
liunn4 1.0	l iunn4
liunn5 1.0	l iunn5
liunn6 1.0	l iunn6
liunn7 1.0	l iunn7
liunn8 1.0	l iunn8
liunn9 1.0	l iunn9
lm1 1.0	l m1
lm2 1.0	l m2
lm3 1.0	l m3
lm4 1.0	l m4
lm5 1.0	l m5
lm6 1.0	l m6
lm7 1.0	l m7
lm8 1.0	l m8
lm9 1.0	l m9
lmh1 1.0	l mh1
lmh2 1.0	l mh2
lmh3 1.0	l mh3
lmh4 1.0	l mh4
lmh5 1.0	l mh5
lmh6 1.0	l mh6
lmh7 1.0	l mh7
lmh8 1.0	l mh8
lmh9 1.0	l mh9
lng1 1.0	l ng1
lng2 1.0	l ng2
lng3 1.0	l ng3
lng4 1.0	l ng4
lng5 1.0	l ng5
lng6 1.0	l ng6
lng7 1.0	l ng7
lng8 1.0	l ng8
lng9 1.0	l ng9
lngh1 1.0	l ngh1
lngh2 1.0	l ngh2
lngh3 1.0	l ngh3
lngh4 1.0	l ngh4
lngh5 1.0	l ngh5
lngh6 1.0	l ngh6
lngh7 1.0	l ngh7
lngh8 1.0	l ngh8
lngh9 1.0	l ngh9
lo1 1.0	l o1
lo2 1.0	l o2
lo3 1.0	l o3
lo4 1.0	l o4
lo5 1.0	l o5
lo6 1.0	l o6
lo7 1.0	l o7
lo8 1.0	l o8
lo9 1.0	l o9
loh1 1.0	l oh1
loh2 1.0	l oh2
loh3 1.0	l oh3
loh4 1.0	l oh4
loh5 1.0	l oh5
loh6 1.0	l oh6
loh7 1.0	l oh7
loh8 1.0	l oh8
loh9 1.0	l oh9
lok1 1.0	l ok1
lok2 1.0	l ok2
lok3 1.0	l ok3
lok4 1.0	l ok4
lok5 1.0	l ok5
lok6 1.0	l ok6
lok7 1.0	l ok7
lok8 1.0	l ok8
lok9 1.0	l ok9
lom1 1.0	l om1
lom2 1.0	l om2
lom3 1.0	l om3
lom4 1.0	l om4
lom5 1.0	l om5
lom6 1.0	l om6
lom7 1.0	l om7
lom8 1.0	l om8
lom9 1.0	l om9
long1 1.0	l ong1
long2 1.0	l ong2
long3 1.0	l ong3
long4 1.0	l ong4
long5 1.0	l ong5
long6 1.0	l ong6
long7 1.0	l ong7
long8 1.0	l ong8
long9 1.0	l ong9
lonn1 1.0	l onn1
lonn2 1.0	l onn2
lonn3 1.0	l onn3
lonn4 1.0	l onn4
lonn5 1.0	l onn5
lonn6 1.0	l onn6
lonn7 1.0	l onn7
lonn8 1.0	l onn8
lonn9 1.0	l onn9
lonnh1 1.0	l onnh1
lonnh2 1.0	l onnh2
lonnh3 1.0	l onnh3
lonnh4 1.0	l onnh4
lonnh5 1.0	l onnh5
lonnh6 1.0	l onnh6
lonnh7 1.0	l onnh7
lonnh8 1.0	l onnh8
lonnh9 1.0	l onnh9
loo1 1.0	l oo1
loo2 1.0	l oo2
loo3 1.0	l oo3
loo4 1.0	l oo4
loo5 1.0	l oo5
loo6 1.0	l oo6
loo7 1.0	l oo7
loo8 1.0	l oo8
loo9 1.0	l oo9
looh1 1.0	l ooh1
looh2 1.0	l ooh2
looh3 1.0	l ooh3
looh4 1.0	l ooh4
looh5 1.0	l ooh5
looh6 1.0	l ooh6
looh7 1.0	l ooh7
looh8 1.0	l ooh8
looh9 1.0	l ooh9
lop1 1.0	l op1
lop2 1.0	l op2
lop3 1.0	l op3
lop4 1.0	l op4
lop5 1.0	l op5
lop6 1.0	l op6
lop7 1.0	l op7
lop8 1.0	l op8
lop9 1.0	l op9
lu1 1.0	l u1
lu2 1.0	l u2
lu3 1.0	l u3
lu4 1.0	l u4
lu5 1.0	l u5
lu6 1.0	l u6
lu7 1.0	l u7
lu8 1.0	l u8
lu9 1.0	l u9
lua1 1.0	l ua1
lua2 1.0	l ua2
lua3 1.0	l ua3
